Change Request,Description,CR type,Process,WF type,Date completed,Month
939288,GB Sales Text,MDG,Production & launch,YMUX0031,25-Aug-25,Aug-25
939290,GB Sales Text,MDG,Production & launch,YMUX0031,25-Aug-25,Aug-25
939303,GB Sales Text,MDG,Production & launch,YMUX0031,25-Aug-25,Aug-25
939196,GB Sales Text,MDG,Production & launch,YMUX0031,25-Aug-25,Aug-25
937835,CMO_ZSEM_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,YMP30_03,25-Aug-25,Aug-25
938464,VERIFY ZSEM CR937487,MDG,Development,LCM WF,25-Aug-25,Aug-25
945601,Create SEMP UNLAB NMRMC0163435,MDG,Material master creation,LCM WF,25-Aug-25,Aug-25
945339,"Maintain price in PIR,plant status to C3",MDG,Production & launch,YMP30_05,25-Aug-25,Aug-25
937835,CMO_ZSEM_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,YMP30_03,25-Aug-25,Aug-25
945528,CMO_ZFIN_UpdateNonGMP_P30_SalesOrgData,MDG,Maintanence,YMP30_08,25-Aug-25,Aug-25
945797,CMO_ZFIN_UpdateNonGMP_P30_SalesOrgData,MDG,Maintanence,YMP30_08,25-Aug-25,Aug-25
945737,VERIFY ZFIN CR 945592,MDG,Development,LCM WF,25-Aug-25,Aug-25
946341,VERIFY ZSEM CR 937609,MDG,Development,LCM WF,26-Aug-25,Aug-25
937835,CMO_ZSEM_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,YMP30_03,26-Aug-25,Aug-25
900004310,QE-152779,MDG,Maintanence,CR 999,26-Aug-25,Aug-25
900004266,QE-152779 QE-156117,MDG,Maintanence,CR 999,26-Aug-25,Aug-25
900004267,QE-144033 CA-208677,MDG,Maintanence,CR 999,26-Aug-25,Aug-25
900004268,QE-152779 CA-234779 QE-144033 CA-208677,MDG,Maintanence,CR 999,26-Aug-25,Aug-25
900004269,QE-152779,MDG,Maintanence,CR 999,26-Aug-25,Aug-25
946485,Update TSL,MDG,Maintanence,YMUX001,26-Aug-25,Aug-25
946486,Update TSL,MDG,Maintanence,YMUX001,26-Aug-25,Aug-25
946487,Update TSL,MDG,Maintanence,YMUX001,26-Aug-25,Aug-25
946490,Update TSL,MDG,Maintanence,YMUX001,26-Aug-25,Aug-25
945480,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,26-Aug-25,Aug-25
945479,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,26-Aug-25,Aug-25
945522,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,26-Aug-25,Aug-25
938464,VERIFY ZSEM CR937487,MDG,Development,LCM WF,26-Aug-25,Aug-25
948412,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,26-Aug-25,Aug-25
948502,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,26-Aug-25,Aug-25
948663,CMO_ZFIN_UpdateNonGMP_P30_ACNdates,MDG,Maintanence,YMP30_08,26-Aug-25,Aug-25
900004265,QE-155427 CA-222611,MDG,Maintanence,CR 999,26-Aug-25,Aug-25
948664,Updates Related to LCM WF 937609,MDG,Production & launch,YMUX0033,26-Aug-25,Aug-25
100003556,A513: MRA G6 Harvest MMR Status 3`,Make,Production master data,G23,26-Aug-25,Aug-25
100003630,MDG CR# 937609,Make,Production master data,R10,26-Aug-25,Aug-25
946445,VERIFY FINP CR 945633,MDG,Development,LCM WF,27-Aug-25,Aug-25
906316,AFF_ZFIN_Execution-Ready_P30_Plant 2671,MDG,Production & launch,YMP30_21,27-Aug-25,Aug-25
948889,TOLL_ZSEM_Update GMP_P30_Plant 1001,MDG,Maintanence,YMP30_07,27-Aug-25,Aug-25
200002308,Create MIC (QE-152779),MDG,Quality CR,YQ2,27-Aug-25,Aug-25
946341,VERIFY ZSEM CR 937609,MDG,Development,LCM WF,27-Aug-25,Aug-25
948888,TOLL_ZSEM_Update GMP_P30_Plant 1001,MDG,Maintanence,YMP30_07,27-Aug-25,Aug-25
951075,Update_AVG_INS_DUR_ZFIN_CR_ 200002312,MDG,Production & launch,YMUX0033,27-Aug-25,Aug-25
200002312,Mat 11030006 avg insp. duration update,MDG,Quality CR,YG6,27-Aug-25,Aug-25
200002315,Change IP 15072 Matnr. 10233751,MDG,Quality CR,YQ3,27-Aug-25,Aug-25
900004238,Create new DIR,MDG,Maintanence,CR 999,27-Aug-25,Aug-25
900004313,QE-152779 CA-234779,MDG,Maintanence,CR 999,27-Aug-25,Aug-25
900004314,QE-156117 / CA-227761,MDG,Maintanence,CR 999,27-Aug-25,Aug-25
938464,VERIFY ZSEM CR937487,MDG,Development,LCM WF,27-Aug-25,Aug-25
100003639,A514 Create 10219181 Planning recipe,Make,Production master data,G31,27-Aug-25,Aug-25
100003670,A514 Remove NPPO BOM Component,Make,Production master data,G37,27-Aug-25,Aug-25
100003618,A511 ZBUL Prasi 1512 BOM Update,Make,Production master data,G15,27-Aug-25,Aug-25
200002231,Average Inspection duration update,MDG,Quality CR,YG6,28-Aug-25,Aug-25
200002341,Add material# 11023021 to 21008,MDG,Quality CR,YG1,28-Aug-25,Aug-25
200002251,Inspection type assignment,MDG,Quality CR,YG6,28-Aug-25,Aug-25
200002340,Update INP (QE-152779 ),MDG,Quality CR,YQ2,28-Aug-25,Aug-25
200002334,12039834_CEFTRIAXONE MRS,MDG,Quality CR,YQ4,28-Aug-25,Aug-25
200002351,Correction in group 21485,MDG,Quality CR,YQ3,28-Aug-25,Aug-25
900004289,update DIR with new Material Number,MDG,Maintanence,CR 999,28-Aug-25,Aug-25
954049,Min.Lot.Size update_J431 & J531,MDG,Production & launch,YMUX0033,28-Aug-25,Aug-25
954047,Min.Lot.Size update_J431 & J531,MDG,Production & launch,YMUX0033,28-Aug-25,Aug-25
950727,AFF_ZFIN_Execution-Ready_P30_Plant 2670,MDG,Maintanence,YMP30_21,28-Aug-25,Aug-25
951644,AFF_ZFIN_Execution-Ready_P30_Plant 2672,MDG,Maintanence,YMP30_21,28-Aug-25,Aug-25
954352,TOLL_Update Non GMP_1001_P30,MDG,Maintanence,YMP30_08,28-Aug-25,Aug-25
100003656,A514 Activate Recond Recipe CA-244260,Make,Production master data,G33,28-Aug-25,Aug-25
100003658,A513: MRA G6 MSS Spent Resin Update,Make,Production master data,G23,28-Aug-25,Aug-25
954540,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,02-Sep-25,Sep-25
954679,AFF_ZFIN_Affiliate_Update_P30_Plant 2990,MDG,Maintanence,YMP30_16,02-Sep-25,Sep-25
948412,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,02-Sep-25,Sep-25
948434,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,02-Sep-25,Sep-25
948475,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,02-Sep-25,Sep-25
900004345,Correct PPM number/DIR CR900003925,MDG,Maintanence,CR 999,02-Sep-25,Sep-25
955047,Update inspection type,MDG,Maintanence,YMUX001,02-Sep-25,Sep-25
964327,CMO_Update non_GMP_1001,MDG,Maintanence,YMP30_03,02-Sep-25,Sep-25
954943,Update TSL & Storage Conditions data,MDG,Maintanence,YMUX001,02-Sep-25,Sep-25
200002334,12039834_CEFTRIAXONE MRS,MDG,Quality CR,YQ4,02-Sep-25,Sep-25
964440,CMO_Update non_GMP_1001,MDG,Maintanence,YMP30_08,02-Sep-25,Sep-25
964492,AFF_ZFIN_Execution-Ready_P30_Plant 2980,MDG,Production & launch,YMP30_21,02-Sep-25,Sep-25
964712,TOLL_ZFIN_UPDATE_NON-GMP_P30_1001_BATCH_REQ,MDG,Maintanence,YMP30_08,02-Sep-25,Sep-25
200002345,INP: Material Assignment,MDG,Quality CR,YQ2,02-Sep-25,Sep-25
964713,TOLL_ZFIN_UPDATE_NON-GMP_P30_1001_Konversionsfaktor,MDG,Maintanence,YMP30_08,02-Sep-25,Sep-25
964639,Update Total Shelf Life for 11033264,MDG,Maintanence,YMUX001,02-Sep-25,Sep-25
100003656,A514 Activate Recond Recipe CA-244260,Make,Production master data,G33,02-Sep-25,Sep-25
100003608,A513: MRA G6 CP_Buff Recipe Activate,Make,Production master data,G25,02-Sep-25,Sep-25
948502,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,03-Sep-25,Sep-25
964916,TOLL_ZBUL_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,YMP30_03,03-Sep-25,Sep-25
965197,Expiration Extension QE-169151,MDG,Maintanence,YMUX001,03-Sep-25,Sep-25
965198,Expiration Extension QE-16915,MDG,Maintanence,YMUX001,03-Sep-25,Sep-25
964539,CMO_ZBUL_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,YMP30_03,03-Sep-25,Sep-25
900004153,Upd Gross/Net wt for Med Device P30 2650,MDG,Maintanence,CR 999,03-Sep-25,Sep-25
954540,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,03-Sep-25,Sep-25
966899,AFF_ZFIN_Execution-Ready_P30_Plant 2570,MDG,Production & launch,YMP30_21,03-Sep-25,Sep-25
967014,AFF_ZFIN_Execution-Ready_P30_Plant 2677,MDG,Production & launch,YMP30_21,03-Sep-25,Sep-25
966948,A511 Correct Maximum Lot Size,MDG,Maintanence,YMUX001,03-Sep-25,Sep-25
967225,VERIFY ZSEM CR966802,MDG,Development,YMP30_16,03-Sep-25,Sep-25
967694,MM updates - CR966802,MDG,Maintanence,YMUX001,03-Sep-25,Sep-25
100003717,A513: Perjeta IV/MRA G6 Recipe Updates,Make,Production master data,G25,03-Sep-25,Sep-25
100003559,A513: Avastin Recipe Update,Make,Production master data,G24,03-Sep-25,Sep-25
967014,AFF_ZFIN_Execution-Ready_P30_Plant 2677,MDG,Production & launch,YMP30_21,04-Sep-25,Sep-25
968960,"Change TSL and Material Type, see Notes",MDG,Production & launch,YMUX0033,04-Sep-25,Sep-25
969286,Update safety days to 30 days,MDG,Production & launch,YMUX0033,04-Sep-25,Sep-25
945339,TOLL_ZAPI_Ready for Execution_P30 (PAIP)_Plant 1001,MDG,Production & launch,YMP30_05,04-Sep-25,Sep-25
968391,A513: MRA G6 HAP CP Batch Size Update,MDG,Maintanence,YMUX001,04-Sep-25,Sep-25
900004153,Upd Gross/Net wt for Med Device P30 2650,MDG,Production & launch,CR 999,04-Sep-25,Sep-25
967468,CMO_ZAPI_Update Non-GMP_OMP_Update TLane,MDG,Maintanence,YMP30_08,04-Sep-25,Sep-25
970021,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,04-Sep-25,Sep-25
969817,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,04-Sep-25,Sep-25
968219,A513: MRA G6 HAP Regen CP Buff Lot Size Update,MDG,Maintanence,YMUX001,04-Sep-25,Sep-25
969378,AFF_ZFIN_Execution-Ready_P30_ 2990_CGT_NoCosting,MDG,Production & launch,YMP30_16,04-Sep-25,Sep-25
969491,AFF_ZFIN_Execution-Ready_P30_ 2980_CGT_NoCosting,MDG,Production & launch,YMP30_16,04-Sep-25,Sep-25
100003308,A513 Used Leftover Resin P2,Make,Production master data,G24,04-Sep-25,Sep-25
100003753,A513: MRA G6 HAP CP Recipe Update,Make,Production master data,G24,04-Sep-25,Sep-25
100003704,A515 - Create NPPO APS BCMA recipe,Make,Production master data,G45,04-Sep-25,Sep-25
969378,AFF_ZFIN_Execution-Ready_P30_ 2990_CGT_NoCosting,MDG,Production & launch,YMP30_16,05-Sep-25,Sep-25
969491,AFF_ZFIN_Execution-Ready_P30_ 2980_CGT_NoCosting,MDG,Production & launch,YMP30_16,05-Sep-25,Sep-25
970359,VERIFY FINP CR 970129,MDG,Development,YMP30_16,05-Sep-25,Sep-25
970991,VERIFY FINP CR 970158,MDG,Development,YMP30_16,05-Sep-25,Sep-25
970994,VERIFY FINP CR 970360,MDG,Development,YMP30_16,05-Sep-25,Sep-25
972483,Create FINP AU NMRMC0163464,MDG,Material master creation,YMFG001,05-Sep-25,Sep-25
972528,VERIFY FINP CR970340,MDG,Development,YMP30_16,05-Sep-25,Sep-25
973041,VERIFY FINP CR 969919,MDG,Development,YMP30_16,05-Sep-25,Sep-25
972702,VERIFY ZFIN CR970375,MDG,Development,YMP30_16,05-Sep-25,Sep-25
973426,VERIFY ZFIN CR 970587,MDG,Development,YMP30_16,05-Sep-25,Sep-25
100003308,A513 Used Leftover Resin P2,Make,Production master data,G24,05-Sep-25,Sep-25
100003736,A511 Load Planning IL33:IL6,Make,Production master data,G15,05-Sep-25,Sep-25
100003698,A511 Create DPI MCDV2402A CSC DNSM,Make,Production master data,G15,05-Sep-25,Sep-25
973407,VERIFY ZBUL CR 972945,MDG,Development,YMP30_16,08-Sep-25,Sep-25
900004357,PIR & SL -15188 Prosep vA,MDG,Production & launch,CR 999,08-Sep-25,Sep-25
978492,KAU_ZFIN_Update_P30_1001_Extend_S.org_1004,MDG,Maintanence,YMP30_08,08-Sep-25,Sep-25
970021,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,08-Sep-25,Sep-25
969817,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,08-Sep-25,Sep-25
978855,Update Shelf Life Data field & Storage Condition,MDG,Maintanence,YMUX001,08-Sep-25,Sep-25
978903,Update Rounding Rule & Storage Condition,MDG,Maintanence,YMUX001,08-Sep-25,Sep-25
978836,Remove Safety Stock,MDG,Production & launch,YMUX0031,08-Sep-25,Sep-25
100003308,A513 Used Leftover Resin P2,Make,Production master data,G24,08-Sep-25,Sep-25
981487,AFF_ZFIN_Update_P30_Plant_2645_MRPdata,MDG,Production & launch,YMP30_16,09-Sep-25,Sep-25
200002410,INP: Material Assignment,MDG,Quality CR,YQ2,09-Sep-25,Sep-25
981526,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,09-Sep-25,Sep-25
979295,AFF_ZFIN_Update_P30_Plant_2655_PIR price,MDG,Maintanence,YMP30_16,09-Sep-25,Sep-25
979254,AFF_ZFIN_Update_P30_Plant_2655_PIR price,MDG,Maintanence,YMP30_16,09-Sep-25,Sep-25
979072,Create SEMP NMRMC0163403,MDG,Material master creation,LCM WF,09-Sep-25,Sep-25
981520,Plant extension_F231,MDG,Plant extension,YMUX0034,09-Sep-25,Sep-25
981564,Plant extension_F231,MDG,Plant extension,YMUX0034,09-Sep-25,Sep-25
982606,Create SEMP UNLAB NMRMC0163576,MDG,Material master creation,LCM WF,09-Sep-25,Sep-25
982517,Create SEMP UNLAB NMRMC0163575,MDG,Material master creation,LCM WF,09-Sep-25,Sep-25
200002413,INC15210295 Mtl 10147104 Create IP,MDG,Quality CR,YG3,09-Sep-25,Sep-25
200002416,INC15210295 Mtl 10147104 A513 IP,MDG,Quality CR,YG3,09-Sep-25,Sep-25
200002381,A521 mat 10224447 assign cert profile,MDG,Quality CR,YG8,09-Sep-25,Sep-25
979296,AFF_ZFIN_Execution-Ready_P30_Plant 2980,MDG,Production & launch,YMP30_21,10-Sep-25,Sep-25
979361,AFF_ZFIN_Execution-Ready_P30_Plant 2980,MDG,Production & launch,YMP30_21,10-Sep-25,Sep-25
984361,Fixed lot size / plant 1105,MDG,Production & launch,YMUX0031,10-Sep-25,Sep-25
900003458,Create PIR&SL Enspryng&Hemlibra,MDG,Production & launch,CR 999,10-Sep-25,Sep-25
900004152,Update SLOC- P98-1362 Mexico,MDG,Production & launch,CR 999,10-Sep-25,Sep-25
200002416,INC15210295 Mtl 10147104 A513 IP,MDG,Quality CR,YG3,10-Sep-25,Sep-25
200002381,A521 mat 10224447 assign cert profile,MDG,Quality CR,YG8,10-Sep-25,Sep-25
900003932,update DIR with new Material Number,MDG,Maintanence,CR 999,10-Sep-25,Sep-25
900003839,update DIR with new Material Number,MDG,Maintanence,CR 999,10-Sep-25,Sep-25
900003454,YLDR Output records cleansing in P1S,MDG,Production & launch,CR 999,10-Sep-25,Sep-25
984668,P30_plant 2910_extension,MDG,Plant extension,YMP30_16,10-Sep-25,Sep-25
984500,Create SEMP UNLAB NMRMC0163579,MDG,Material master creation,LCM WF,10-Sep-25,Sep-25
984597,ZAPI_Update_Non_GMP_P55_plant_1105_Fixed_lot_size,MDG,Maintanence,YMP30_08,10-Sep-25,Sep-25
972559,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,10-Sep-25,Sep-25
972546,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,10-Sep-25,Sep-25
981526,"	TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001",MDG,Production & launch,YMP30_01,10-Sep-25,Sep-25
972560,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,10-Sep-25,Sep-25
984902,VERIFY ZFIN CR981621,MDG,Development,YMP30_16,10-Sep-25,Sep-25
985285,TSL update - ACN 552653,MDG,Production & launch,YMUX0033,10-Sep-25,Sep-25
985363,TSL Update - ACN 553811,MDG,Production & launch,YMUX0033,10-Sep-25,Sep-25
985474,AFF_ZFIN_Update_P98_SalesText,MDG,Maintanence,YMP30_16,11-Sep-25,Sep-25
985521,AFF_ZFIN_Update_P98_SalesText,MDG,Maintanence,YMP30_16,11-Sep-25,Sep-25
985472,A931_DE_Grenzach_SalesText,MDG,Production & launch,YMUX0031,11-Sep-25,Sep-25
985607,VERIFY FINP CR 984601,MDG,Development,YMP30_16,11-Sep-25,Sep-25
985400,DEPLOY ZSEM CR 982404,MDG,Material master creation,LCM WF,11-Sep-25,Sep-25
987155,Update_Company_usage_CR985400,MDG,Production & launch,YMUX0035,11-Sep-25,Sep-25
987227,Create FINP BA NMRMC0163603,MDG,Material master creation,LCM WF,11-Sep-25,Sep-25
987203,Create FINP BA NMRMC0163609,MDG,Material master creation,LCM WF,11-Sep-25,Sep-25
987257,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,11-Sep-25,Sep-25
987310,CMO_ZSEM_Update non-GMP_P30_SalesOrg1006_SalesText,MDG,Production & launch,YMP30_08,11-Sep-25,Sep-25
987385,CMO_ZSEM_Update non-GMP_P30_SalesOrg1006_SalesText,MDG,Maintanence,YMP30_08,11-Sep-25,Sep-25
987393,CMO_ZSEM_Update non-GMP_P30_SalesOrg1006_SalesText,MDG,Maintanence,YMP30_08,11-Sep-25,Sep-25
987427,TOLL_ZSEM_Update GMP_P30_Plant 1001,MDG,Maintanence,YMP30_07,11-Sep-25,Sep-25
987848,Update A731_CR 985132,MDG,Production & launch,YMUX0033,11-Sep-25,Sep-25
987254,Create FINP AT NMRMC0163602,MDG,Material master creation,LCM WF,11-Sep-25,Sep-25
100003778,A511 Update Recipe TMR B2B RFRZ,Make,Production master data,G15,11-Sep-25,Sep-25
987634,Create FINP AT NMRMC0163595,MDG,Material master creation,LCM WF,12-Sep-25,Sep-25
987677,Create FINP BY NMRMC0163600,MDG,Material master creation,LCM WF,12-Sep-25,Sep-25
987983,Create FINP UNI-36 NMRMC0163585,MDG,Material master creation,LCM WF,12-Sep-25,Sep-25
987205,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,12-Sep-25,Sep-25
987257,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,12-Sep-25,Sep-25
989839,CMO_ZSEC_P30_Plant_1001_PIR_SL,MDG,Maintanence,YMP30_08,12-Sep-25,Sep-25
989890,CMO_ZSEC_P30_Plant_1001_PIR_SL,MDG,Maintanence,YMP30_08,12-Sep-25,Sep-25
989905,CMO_ZSEC_P30_Plant_1001_PIR_SL,MDG,Maintanence,YMP30_08,12-Sep-25,Sep-25
989981,CMO_ZSEC_P30_Plant_1001_PIR_SL,MDG,Maintanence,YMP30_08,12-Sep-25,Sep-25
989889,CMO_ZSEC_P30_Plant_1001_PIR_SL,MDG,Maintanence,YMP30_08,12-Sep-25,Sep-25
989992,CMO_ZSEC_P30_Plant_1001_PIR_SL,MDG,Maintanence,YMP30_08,12-Sep-25,Sep-25
989949,CMO_ZSEC_P30_Plant_1001_PIR_SL,MDG,Maintanence,YMP30_08,12-Sep-25,Sep-25
990110,CMO_ZSEM_Update non-GMP_P30_Plant 1001_BOM,MDG,Maintanence,YMP30_08,12-Sep-25,Sep-25
989948,CMO_ZSEC_P30_Plant_1001_PIR_SL,MDG,Maintanence,YMP30_08,12-Sep-25,Sep-25
100003846,A511 ZINT Update CSC buffer,Make,Production master data,G14,12-Sep-25,Sep-25
100003892,A511 Update CSC buffer,Make,Production master data,G14,12-Sep-25,Sep-25
100003848,A511 Update BOM FNAB Harvest CSC,Make,Production master data,G14,12-Sep-25,Sep-25
990403,A411 BoM & Recipe creation,Make,Production master data,Mass upload,12-Sep-25,Sep-25
100003881,A511 Create DPI MCDV2402A CPMF,Make,Production master data,G15,12-Sep-25,Sep-25
966899,AFF_ZFIN_Execution-Ready_P30_Plant 2570,MDG,Production & launch,YMP30_21,15-Sep-25,Sep-25
987958,Create FINP UNI-36 NMRMC0163593,MDG,Material master creation,LCM WF,15-Sep-25,Sep-25
990223,Create FINP PL NMRMC0163637,MDG,Material master creation,LCM WF,15-Sep-25,Sep-25
987180,Create FINP PH NMRMC0163419,MDG,Material master creation,LCM WF,15-Sep-25,Sep-25
990699,VERIFY ZSEM CR 989977,MDG,Development,YMP30_16,15-Sep-25,Sep-25
990073,P30_plant 2990_extension,MDG,Plant extension,YMP30_16,15-Sep-25,Sep-25
996210,Create FINP BR NMRMC0163672,MDG,Material master creation,LCM WF,15-Sep-25,Sep-25
997134,Comp PIR(Price) & Upd. Plant Status C3,MDG,Production & launch,YMP30_21,15-Sep-25,Sep-25
996950,Comp PIR(Price) & Upd. Plant Status C3,MDG,Production & launch,YMP30_21,15-Sep-25,Sep-25
996292,Create FINP HK NMRMC0163124,MDG,Material master creation,LCM WF,15-Sep-25,Sep-25
996296,Create FINP TH NMRMC0163665,MDG,Material master creation,LCM WF,15-Sep-25,Sep-25
996492,A411 BoM & Recipe ,Make,Production master data,Mass upload,15-Sep-25,Sep-25
100003864,A513: MRA G6 Harvest Duration Update,Make,Production master data,G23,15-Sep-25,Sep-25
100003867,A513: MRA G6/NPPO Recipe Updates,Make,Production master data,G23,15-Sep-25,Sep-25
100003818,A511 Update DPI BFVT CSC UPSM,Make,Production master data,G15,16-Sep-25,Sep-25
100003908,A511 Activate MCDV BUF CSC DNSM,Make,Production master data,G12,16-Sep-25,Sep-25
997356,VERIFY FINP CR 996284,MDG,Development,YMP30_16,16-Sep-25,Sep-25
996904,Create FINP PE NMRMC0163668,MDG,Material master creation,LCM WF,16-Sep-25,Sep-25
999416,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,16-Sep-25,Sep-25
999417,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,16-Sep-25,Sep-25
999427,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,16-Sep-25,Sep-25
999396,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,16-Sep-25,Sep-25
999527,CMO_ZSEM_Update GMP_P30_Plant 1001,MDG,Maintanence,YMP30_07,16-Sep-25,Sep-25
997134,AFF_ZFIN_Execution-Ready_P30_Plant 2570,MDG,Production & launch,YMP30_21,16-Sep-25,Sep-25
999428,AFF_ZFIN_Execution-Ready_P30_Plant 2990,MDG,Production & launch,YMP30_21,16-Sep-25,Sep-25
900004490,QE-129014 | CA-191350: Update DIR,MDG,Maintanence,CR 999,16-Sep-25,Sep-25
999396,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,16-Sep-25,Sep-25
997097,TOLL_ZSEM_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,YMP30_03,16-Sep-25,Sep-25
996542,R4E_J431_SE_ACN554461_CC_1703,MDG,Production & launch,YMFG002,16-Sep-25,Sep-25
999840,VERIFY FINP CR996412,MDG,Development,YMP30_16,16-Sep-25,Sep-25
1000437,Update TSL and Temperature,MDG,Maintanence,YMUX001,17-Sep-25,Sep-25
1000673,Change planning lot size and costing lot size values,MDG,Maintanence,YMUX001,17-Sep-25,Sep-25
1002010,R4E_J031_FR_ACN553366_CC_1614,MDG,Production & launch,YMFG002,17-Sep-25,Sep-25
1002121,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,17-Sep-25,Sep-25
1002177,Create FINP BR NMRMC0163696,MDG,Material master creation,LCM WF,17-Sep-25,Sep-25
1002345,Create FINP AR NMRMC0163694,MDG,Material master creation,LCM WF,17-Sep-25,Sep-25
999417,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,17-Sep-25,Sep-25
999427,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,17-Sep-25,Sep-25
